"date","state","cases","deaths","fips"
"2020-02-29","CABA",0,0,1
"2020-03-01","CABA",0,0,1
"2020-03-02","CABA",0,0,1
"2020-03-03","CABA",1,0,1
"2020-03-04","CABA",0,0,1
"2020-03-05","CABA",0,0,1
"2020-03-06","CABA",4,0,1
"2020-03-07","CABA",1,1,1
"2020-03-08","CABA",2,0,1
"2020-03-09","CABA",1,0,1
"2020-03-10","CABA",1,0,1
"2020-03-11","CABA",3,0,1
"2020-03-12","CABA",1,0,1
"2020-03-13","CABA",3,0,1
"2020-03-14","CABA",5,0,1
"2020-03-15","CABA",5,0,1
"2020-03-16","CABA",5,0,1
"2020-03-17","CABA",8,0,1
"2020-03-18","CABA",18,1,1
"2020-03-19","CABA",9,0,1
"2020-03-20","CABA",13,0,1
"2020-03-21","CABA",33,0,1
"2020-03-22","CABA",15,0,1
"2020-03-23","CABA",16,0,1
"2020-03-24","CABA",32,0,1
"2020-03-25","CABA",38,2,1
"2020-03-26","CABA",51,0,1
"2020-03-27","CABA",27,1,1
"2020-03-28","CABA",24,1,1
"2020-03-29","CABA",21,0,1
"2020-03-30","CABA",23,0,1
"2020-03-31","CABA",32,0,1
"2020-04-01","CABA",32,1,1
"2020-04-02","CABA",42,0,1
"2020-04-03","CABA",43,0,1
"2020-04-04","CABA",46,3,1
"2020-04-05","CABA",24,5,1
"2020-04-06","CABA",40,5,1
"2020-04-07","CABA",16,1,1
"2020-04-08","CABA",33,2,1
"2020-04-09","CABA",33,4,1
"2020-04-10","CABA",34,1,1
"2020-04-11","CABA",14,3,1
"2020-04-12","CABA",14,1,1
"2020-04-13","CABA",9,1,1
"2020-04-14","CABA",20,6,1
"2020-04-15","CABA",43,2,1
"2020-04-16","CABA",19,3,1
"2020-04-17","CABA",17,2,1
"2020-04-18","CABA",32,0,1
"2020-04-19","CABA",23,3,1
"2020-04-20","CABA",18,1,1
"2020-04-21","CABA",61,4,1
"2020-04-22","CABA",33,2,1
"2020-04-23","CABA",67,3,1
"2020-04-24","CABA",98,6,1
"2020-04-25","CABA",58,5,1
"2020-04-26","CABA",39,3,1
"2020-04-27","CABA",44,4,1
"2020-04-28","CABA",54,6,1
"2020-04-29","CABA",35,8,1
"2020-04-30","CABA",28,5,1
"2020-05-01","CABA",67,9,1
"2020-05-02","CABA",56,4,1
"2020-05-03","CABA",45,2,1
"2020-05-04","CABA",56,3,1
"2020-05-05","CABA",107,3,1
"2020-05-06","CABA",111,1,1
"2020-05-07","CABA",147,3,1
"2020-05-08","CABA",116,2,1
"2020-05-09","CABA",151,5,1
"2020-05-10","CABA",131,3,1
"2020-05-11","CABA",184,5,1
"2020-05-12","CABA",174,3,1
"2020-05-13","CABA",212,6,1
"2020-05-14","CABA",176,1,1
"2020-05-15","CABA",284,4,1
"2020-05-16","CABA",212,3,1
"2020-05-17","CABA",174,10,1
"2020-05-18","CABA",220,4,1
"2020-05-19","CABA",368,2,1
"2020-05-20","CABA",440,7,1
"2020-05-21","CABA",512,8,1
"2020-05-22","CABA",533,5,1
"2020-05-23","CABA",402,5,1
"2020-05-24","CABA",384,8,1
"2020-05-25","CABA",295,8,1
"2020-05-26","CABA",391,6,1
"2020-05-27","CABA",461,7,1
"2020-05-28","CABA",524,7,1
"2020-05-29","CABA",494,14,1
"2020-05-30","CABA",395,12,1
"2020-05-31","CABA",362,5,1
"2020-06-01","CABA",422,8,1
"2020-06-02","CABA",504,9,1
"2020-06-03","CABA",555,15,1
"2020-06-04","CABA",494,16,1
"2020-06-05","CABA",568,16,1
"2020-06-06","CABA",584,21,1
"2020-06-07","CABA",374,12,1
"2020-06-08","CABA",620,18,1
"2020-06-09","CABA",774,13,1
"2020-06-10","CABA",700,16,1
"2020-06-11","CABA",807,18,1
"2020-06-12","CABA",859,9,1
"2020-06-13","CABA",711,14,1
"2020-06-14","CABA",607,26,1
"2020-06-15","CABA",642,18,1
"2020-06-16","CABA",909,23,1
"2020-06-17","CABA",959,24,1
"2020-06-18","CABA",1066,25,1
"2020-06-19","CABA",1099,16,1
"2020-06-20","CABA",1038,22,1
"2020-06-21","CABA",908,24,1
"2020-06-22","CABA",1213,20,1
"2020-06-23","CABA",1296,25,1
"2020-06-24","CABA",1282,18,1
"2020-06-25","CABA",1359,23,1
"2020-06-26","CABA",1352,29,1
"2020-06-27","CABA",959,26,1
"2020-06-28","CABA",965,24,1
"2020-06-29","CABA",1143,21,1
"2020-06-30","CABA",1290,27,1
"2020-07-01","CABA",1209,27,1
"2020-07-02","CABA",1295,34,1
"2020-07-03","CABA",1535,29,1
"2020-07-04","CABA",1332,23,1
"2020-07-05","CABA",1102,40,1
"2020-07-06","CABA",1390,28,1
"2020-07-07","CABA",1500,37,1
"2020-07-08","CABA",1717,45,1
"2020-07-09","CABA",1459,36,1
"2020-07-10","CABA",1413,44,1
"2020-07-11","CABA",1255,38,1
"2020-07-12","CABA",994,42,1
"2020-07-13","CABA",1570,53,1
"2020-07-14","CABA",1740,61,1
"2020-07-15","CABA",1765,52,1
"2020-07-16","CABA",1716,56,1
"2020-07-17","CABA",2010,54,1
"2020-07-18","CABA",1713,60,1
"2020-07-19","CABA",1368,58,1
"2020-07-20","CABA",2046,56,1
"2020-07-21","CABA",2188,57,1
"2020-07-22","CABA",2002,59,1
"2020-07-23","CABA",2050,47,1
"2020-07-24","CABA",2164,63,1
"2020-07-25","CABA",1553,37,1
"2020-07-26","CABA",1619,51,1
"2020-07-27","CABA",1759,66,1
"2020-07-28","CABA",1962,55,1
"2020-07-29","CABA",2066,61,1
"2020-07-30","CABA",2072,55,1
"2020-07-31","CABA",2125,46,1
"2020-08-01","CABA",1780,47,1
"2020-08-02","CABA",1708,72,1
"2020-08-03","CABA",2324,53,1
"2020-08-04","CABA",2512,50,1
"2020-08-05","CABA",2653,59,1
"2020-08-06","CABA",2297,59,1
"2020-08-07","CABA",2149,46,1
"2020-08-08","CABA",1850,40,1
"2020-08-09","CABA",1705,62,1
"2020-08-10","CABA",2108,50,1
"2020-08-11","CABA",2058,42,1
"2020-08-12","CABA",2240,66,1
"2020-08-13","CABA",2268,56,1
"2020-08-14","CABA",2195,61,1
"2020-08-15","CABA",1815,55,1
"2020-08-16","CABA",1382,57,1
"2020-08-17","CABA",1562,56,1
"2020-08-18","CABA",2040,49,1
"2020-08-19","CABA",2386,50,1
"2020-08-20","CABA",2239,42,1
"2020-08-21","CABA",2061,40,1
"2020-08-22","CABA",1973,50,1
"2020-08-23","CABA",1372,48,1
"2020-08-24","CABA",2311,57,1
"2020-08-25","CABA",2406,49,1
"2020-08-26","CABA",2664,52,1
"2020-08-27","CABA",2796,59,1
"2020-08-28","CABA",2567,42,1
"2020-08-29","CABA",2103,37,1
"2020-08-30","CABA",1767,62,1
"2020-08-31","CABA",2275,43,1
"2020-09-01","CABA",2406,60,1
"2020-09-02","CABA",2211,57,1
"2020-09-03","CABA",2293,51,1
"2020-09-04","CABA",1946,51,1
"2020-09-05","CABA",2112,51,1
"2020-09-06","CABA",1415,50,1
"2020-09-07","CABA",2067,52,1
"2020-09-08","CABA",2320,48,1
"2020-09-09","CABA",2397,63,1
"2020-09-10","CABA",2152,38,1
"2020-09-11","CABA",2258,72,1
"2020-09-12","CABA",1654,48,1
"2020-09-13","CABA",1334,48,1
"2020-09-14","CABA",1706,48,1
"2020-09-15","CABA",1836,53,1
"2020-09-16","CABA",1857,37,1
"2020-09-17","CABA",2027,40,1
"2020-09-18","CABA",1614,46,1
"2020-09-19","CABA",1448,40,1
"2020-09-20","CABA",935,39,1
"2020-09-21","CABA",1301,34,1
"2020-09-22","CABA",1525,45,1
"2020-09-23","CABA",1808,36,1
"2020-09-24","CABA",1606,36,1
"2020-09-25","CABA",1580,40,1
"2020-09-26","CABA",1267,28,1
"2020-09-27","CABA",1020,38,1
"2020-09-28","CABA",1505,37,1
"2020-09-29","CABA",1698,31,1
"2020-09-30","CABA",1640,36,1
"2020-10-01","CABA",1705,40,1
"2020-10-02","CABA",1725,34,1
"2020-10-03","CABA",1197,39,1
"2020-10-04","CABA",726,35,1
"2020-10-05","CABA",1420,44,1
"2020-10-06","CABA",1485,37,1
"2020-10-07","CABA",1558,28,1
"2020-10-08","CABA",1431,36,1
"2020-10-09","CABA",1580,32,1
"2020-10-10","CABA",1152,34,1
"2020-10-11","CABA",884,34,1
"2020-10-12","CABA",1004,29,1
"2020-10-13","CABA",1292,24,1
"2020-10-14","CABA",1439,44,1
"2020-10-15","CABA",1497,26,1
"2020-10-16","CABA",1416,26,1
"2020-10-17","CABA",1127,19,1
"2020-10-18","CABA",607,26,1
"2020-10-19","CABA",1074,25,1
"2020-10-20","CABA",1114,26,1
"2020-10-21","CABA",1050,28,1
"2020-10-22","CABA",1049,21,1
"2020-10-23","CABA",954,19,1
"2020-10-24","CABA",845,25,1
"2020-10-25","CABA",548,29,1
"2020-10-26","CABA",852,26,1
"2020-10-27","CABA",934,24,1
"2020-10-28","CABA",868,18,1
"2020-10-29","CABA",824,19,1
"2020-10-30","CABA",841,17,1
"2020-10-31","CABA",542,18,1
"2020-11-01","CABA",441,23,1
"2020-11-02","CABA",692,12,1
"2020-11-03","CABA",755,18,1
"2020-11-04","CABA",671,14,1
"2020-11-05","CABA",926,18,1
"2020-11-06","CABA",732,17,1
"2020-11-07","CABA",570,14,1
"2020-11-08","CABA",457,20,1
"2020-11-09","CABA",736,20,1
"2020-11-10","CABA",796,18,1
"2020-11-11","CABA",752,14,1
"2020-11-12","CABA",683,9,1
"2020-11-13","CABA",637,10,1
"2020-11-14","CABA",630,14,1
"2020-11-15","CABA",325,10,1
"2020-11-16","CABA",601,15,1
"2020-11-17","CABA",544,8,1
"2020-11-18","CABA",754,10,1
"2020-11-19","CABA",557,14,1
"2020-11-20","CABA",664,4,1
"2020-11-21","CABA",437,4,1
"2020-11-22","CABA",299,4,1
"2020-11-23","CABA",299,12,1
"2020-11-24","CABA",490,8,1
"2020-11-25","CABA",355,4,1
"2020-02-29","Buenos Aires",0,0,1
"2020-03-01","Buenos Aires",0,0,1
"2020-03-02","Buenos Aires",0,0,1
"2020-03-03","Buenos Aires",0,0,1
"2020-03-04","Buenos Aires",0,0,1
"2020-03-05","Buenos Aires",0,0,1
"2020-03-06","Buenos Aires",1,0,1
"2020-03-07","Buenos Aires",0,0,1
"2020-03-08","Buenos Aires",0,0,1
"2020-03-09","Buenos Aires",1,0,1
"2020-03-10","Buenos Aires",1,0,1
"2020-03-11","Buenos Aires",1,0,1
"2020-03-12","Buenos Aires",5,0,1
"2020-03-13","Buenos Aires",1,0,1
"2020-03-14","Buenos Aires",2,0,1
"2020-03-15","Buenos Aires",2,0,1
"2020-03-16","Buenos Aires",1,0,1
"2020-03-17","Buenos Aires",1,0,1
"2020-03-18","Buenos Aires",9,0,1
"2020-03-19","Buenos Aires",5,0,1
"2020-03-20","Buenos Aires",7,0,1
"2020-03-21","Buenos Aires",10,1,1
"2020-03-22","Buenos Aires",7,0,1
"2020-03-23","Buenos Aires",7,0,1
"2020-03-24","Buenos Aires",25,2,1
"2020-03-25","Buenos Aires",37,0,1
"2020-03-26","Buenos Aires",29,3,1
"2020-03-27","Buenos Aires",21,0,1
"2020-03-28","Buenos Aires",11,1,1
"2020-03-29","Buenos Aires",20,1,1
"2020-03-30","Buenos Aires",15,1,1
"2020-03-31","Buenos Aires",15,1,1
"2020-04-01","Buenos Aires",19,2,1
"2020-04-02","Buenos Aires",23,3,1
"2020-04-03","Buenos Aires",22,3,1
"2020-04-04","Buenos Aires",21,0,1
"2020-04-05","Buenos Aires",11,3,1
"2020-04-06","Buenos Aires",30,1,1
"2020-04-07","Buenos Aires",14,4,1
"2020-04-08","Buenos Aires",18,6,1
"2020-04-09","Buenos Aires",12,2,1
"2020-04-10","Buenos Aires",35,4,1
"2020-04-11","Buenos Aires",13,1,1
"2020-04-12","Buenos Aires",29,3,1
"2020-04-13","Buenos Aires",26,2,1
"2020-04-14","Buenos Aires",59,1,1
"2020-04-15","Buenos Aires",39,3,1
"2020-04-16","Buenos Aires",41,4,1
"2020-04-17","Buenos Aires",33,3,1
"2020-04-18","Buenos Aires",52,4,1
"2020-04-19","Buenos Aires",22,2,1
"2020-04-20","Buenos Aires",45,2,1
"2020-04-21","Buenos Aires",56,4,1
"2020-04-22","Buenos Aires",50,7,1
"2020-04-23","Buenos Aires",51,5,1
"2020-04-24","Buenos Aires",57,5,1
"2020-04-25","Buenos Aires",78,5,1
"2020-04-26","Buenos Aires",24,3,1
"2020-04-27","Buenos Aires",62,6,1
"2020-04-28","Buenos Aires",51,4,1
"2020-04-29","Buenos Aires",81,1,1
"2020-04-30","Buenos Aires",47,4,1
"2020-05-01","Buenos Aires",38,6,1
"2020-05-02","Buenos Aires",30,2,1
"2020-05-03","Buenos Aires",27,6,1
"2020-05-04","Buenos Aires",43,2,1
"2020-05-05","Buenos Aires",48,2,1
"2020-05-06","Buenos Aires",52,7,1
"2020-05-07","Buenos Aires",49,7,1
"2020-05-08","Buenos Aires",65,5,1
"2020-05-09","Buenos Aires",53,5,1
"2020-05-10","Buenos Aires",29,7,1
"2020-05-11","Buenos Aires",44,7,1
"2020-05-12","Buenos Aires",85,2,1
"2020-05-13","Buenos Aires",76,4,1
"2020-05-14","Buenos Aires",86,9,1
"2020-05-15","Buenos Aires",77,10,1
"2020-05-16","Buenos Aires",78,4,1
"2020-05-17","Buenos Aires",31,1,1
"2020-05-18","Buenos Aires",117,8,1
"2020-05-19","Buenos Aires",123,6,1
"2020-05-20","Buenos Aires",128,5,1
"2020-05-21","Buenos Aires",192,8,1
"2020-05-22","Buenos Aires",240,7,1
"2020-05-23","Buenos Aires",183,6,1
"2020-05-24","Buenos Aires",104,5,1
"2020-05-25","Buenos Aires",229,4,1
"2020-05-26","Buenos Aires",231,6,1
"2020-05-27","Buenos Aires",209,9,1
"2020-05-28","Buenos Aires",205,8,1
"2020-05-29","Buenos Aires",286,8,1
"2020-05-30","Buenos Aires",270,7,1
"2020-05-31","Buenos Aires",155,8,1
"2020-06-01","Buenos Aires",367,18,1
"2020-06-02","Buenos Aires",382,11,1
"2020-06-03","Buenos Aires",308,14,1
"2020-06-04","Buenos Aires",315,13,1
"2020-06-05","Buenos Aires",355,10,1
"2020-06-06","Buenos Aires",464,15,1
"2020-06-07","Buenos Aires",156,17,1
"2020-06-08","Buenos Aires",347,24,1
"2020-06-09","Buenos Aires",514,8,1
"2020-06-10","Buenos Aires",544,16,1
"2020-06-11","Buenos Aires",664,12,1
"2020-06-12","Buenos Aires",642,20,1
"2020-06-13","Buenos Aires",675,12,1
"2020-06-14","Buenos Aires",355,19,1
"2020-06-15","Buenos Aires",567,24,1
"2020-06-16","Buenos Aires",670,22,1
"2020-06-17","Buenos Aires",852,25,1
"2020-06-18","Buenos Aires",845,19,1
"2020-06-19","Buenos Aires",867,22,1
"2020-06-20","Buenos Aires",1197,16,1
"2020-06-21","Buenos Aires",472,33,1
"2020-06-22","Buenos Aires",895,28,1
"2020-06-23","Buenos Aires",1148,34,1
"2020-06-24","Buenos Aires",1093,32,1
"2020-06-25","Buenos Aires",1408,34,1
"2020-06-26","Buenos Aires",1476,39,1
"2020-06-27","Buenos Aires",1242,47,1
"2020-06-28","Buenos Aires",746,39,1
"2020-06-29","Buenos Aires",1022,28,1
"2020-06-30","Buenos Aires",1397,47,1
"2020-07-01","Buenos Aires",1429,65,1
"2020-07-02","Buenos Aires",1411,53,1
"2020-07-03","Buenos Aires",1690,46,1
"2020-07-04","Buenos Aires",1813,68,1
"2020-07-05","Buenos Aires",749,71,1
"2020-07-06","Buenos Aires",1338,49,1
"2020-07-07","Buenos Aires",1684,67,1
"2020-07-08","Buenos Aires",2209,85,1
"2020-07-09","Buenos Aires",1977,66,1
"2020-07-10","Buenos Aires",1942,86,1
"2020-07-11","Buenos Aires",1832,87,1
"2020-07-12","Buenos Aires",930,67,1
"2020-07-13","Buenos Aires",1645,71,1
"2020-07-14","Buenos Aires",2148,89,1
"2020-07-15","Buenos Aires",2182,97,1
"2020-07-16","Buenos Aires",2502,76,1
"2020-07-17","Buenos Aires",2516,87,1
"2020-07-18","Buenos Aires",2532,96,1
"2020-07-19","Buenos Aires",1383,100,1
"2020-07-20","Buenos Aires",2357,96,1
"2020-07-21","Buenos Aires",2951,107,1
"2020-07-22","Buenos Aires",3328,107,1
"2020-07-23","Buenos Aires",3403,82,1
"2020-07-24","Buenos Aires",3661,101,1
"2020-07-25","Buenos Aires",2885,97,1
"2020-07-26","Buenos Aires",1514,109,1
"2020-07-27","Buenos Aires",2959,120,1
"2020-07-28","Buenos Aires",3533,120,1
"2020-07-29","Buenos Aires",3713,127,1
"2020-07-30","Buenos Aires",3451,124,1
"2020-07-31","Buenos Aires",4127,124,1
"2020-08-01","Buenos Aires",2788,108,1
"2020-08-02","Buenos Aires",2272,137,1
"2020-08-03","Buenos Aires",3235,129,1
"2020-08-04","Buenos Aires",3892,131,1
"2020-08-05","Buenos Aires",4566,142,1
"2020-08-06","Buenos Aires",4467,155,1
"2020-08-07","Buenos Aires",4855,145,1
"2020-08-08","Buenos Aires",3737,147,1
"2020-08-09","Buenos Aires",2017,130,1
"2020-08-10","Buenos Aires",3513,141,1
"2020-08-11","Buenos Aires",3966,112,1
"2020-08-12","Buenos Aires",3861,127,1
"2020-08-13","Buenos Aires",3757,139,1
"2020-08-14","Buenos Aires",3540,135,1
"2020-08-15","Buenos Aires",3424,124,1
"2020-08-16","Buenos Aires",1215,133,1
"2020-08-17","Buenos Aires",2613,144,1
"2020-08-18","Buenos Aires",3268,171,1
"2020-08-19","Buenos Aires",4046,148,1
"2020-08-20","Buenos Aires",4707,138,1
"2020-08-21","Buenos Aires",4297,148,1
"2020-08-22","Buenos Aires",3727,154,1
"2020-08-23","Buenos Aires",1828,116,1
"2020-08-24","Buenos Aires",3934,178,1
"2020-08-25","Buenos Aires",4546,149,1
"2020-08-26","Buenos Aires",5068,129,1
"2020-08-27","Buenos Aires",5374,141,1
"2020-08-28","Buenos Aires",4837,159,1
"2020-08-29","Buenos Aires",4005,164,1
"2020-08-30","Buenos Aires",2573,145,1
"2020-08-31","Buenos Aires",4275,196,1
"2020-09-01","Buenos Aires",4841,180,1
"2020-09-02","Buenos Aires",4933,171,1
"2020-09-03","Buenos Aires",4477,188,1
"2020-09-04","Buenos Aires",4298,186,1
"2020-09-05","Buenos Aires",3729,173,1
"2020-09-06","Buenos Aires",1950,168,1
"2020-09-07","Buenos Aires",3949,189,1
"2020-09-08","Buenos Aires",4975,171,1
"2020-09-09","Buenos Aires",5072,178,1
"2020-09-10","Buenos Aires",4563,159,1
"2020-09-11","Buenos Aires",4975,162,1
"2020-09-12","Buenos Aires",3966,151,1
"2020-09-13","Buenos Aires",1937,157,1
"2020-09-14","Buenos Aires",4129,197,1
"2020-09-15","Buenos Aires",4512,182,1
"2020-09-16","Buenos Aires",4398,193,1
"2020-09-17","Buenos Aires",4539,175,1
"2020-09-18","Buenos Aires",4226,170,1
"2020-09-19","Buenos Aires",3139,165,1
"2020-09-20","Buenos Aires",1518,151,1
"2020-09-21","Buenos Aires",3380,174,1
"2020-09-22","Buenos Aires",3800,159,1
"2020-09-23","Buenos Aires",4036,162,1
"2020-09-24","Buenos Aires",4121,161,1
"2020-09-25","Buenos Aires",4148,174,1
"2020-09-26","Buenos Aires",3260,169,1
"2020-09-27","Buenos Aires",1561,150,1
"2020-09-28","Buenos Aires",3516,169,1
"2020-09-29","Buenos Aires",4672,150,1
"2020-09-30","Buenos Aires",3784,175,1
"2020-10-01","Buenos Aires",3925,175,1
"2020-10-02","Buenos Aires",3844,148,1
"2020-10-03","Buenos Aires",3161,141,1
"2020-10-04","Buenos Aires",1354,160,1
"2020-10-05","Buenos Aires",3330,142,1
"2020-10-06","Buenos Aires",3881,148,1
"2020-10-07","Buenos Aires",3505,149,1
"2020-10-08","Buenos Aires",3885,163,1
"2020-10-09","Buenos Aires",3758,172,1
"2020-10-10","Buenos Aires",3070,136,1
"2020-10-11","Buenos Aires",1370,118,1
"2020-10-12","Buenos Aires",1997,130,1
"2020-10-13","Buenos Aires",3493,122,1
"2020-10-14","Buenos Aires",4107,135,1
"2020-10-15","Buenos Aires",3840,143,1
"2020-10-16","Buenos Aires",4123,120,1
"2020-10-17","Buenos Aires",3166,123,1
"2020-10-18","Buenos Aires",1245,149,1
"2020-10-19","Buenos Aires",3133,151,1
"2020-10-20","Buenos Aires",3365,123,1
"2020-10-21","Buenos Aires",3450,118,1
"2020-10-22","Buenos Aires",3077,124,1
"2020-10-23","Buenos Aires",2832,145,1
"2020-10-24","Buenos Aires",2691,133,1
"2020-10-25","Buenos Aires",1128,118,1
"2020-10-26","Buenos Aires",2410,125,1
"2020-10-27","Buenos Aires",2640,131,1
"2020-10-28","Buenos Aires",2855,105,1
"2020-10-29","Buenos Aires",2720,106,1
"2020-10-30","Buenos Aires",2311,125,1
"2020-10-31","Buenos Aires",1841,109,1
"2020-11-01","Buenos Aires",909,95,1
"2020-11-02","Buenos Aires",2009,105,1
"2020-11-03","Buenos Aires",2411,95,1
"2020-11-04","Buenos Aires",2195,106,1
"2020-11-05","Buenos Aires",2201,106,1
"2020-11-06","Buenos Aires",2092,101,1
"2020-11-07","Buenos Aires",1576,87,1
"2020-11-08","Buenos Aires",763,91,1
"2020-11-09","Buenos Aires",1819,97,1
"2020-11-10","Buenos Aires",2290,93,1
"2020-11-11","Buenos Aires",2229,81,1
"2020-11-12","Buenos Aires",2015,68,1
"2020-11-13","Buenos Aires",2137,74,1
"2020-11-14","Buenos Aires",1435,73,1
"2020-11-15","Buenos Aires",558,69,1
"2020-11-16","Buenos Aires",1703,55,1
"2020-11-17","Buenos Aires",1785,38,1
"2020-11-18","Buenos Aires",1798,30,1
"2020-11-19","Buenos Aires",1684,30,1
"2020-11-20","Buenos Aires",1484,22,1
"2020-11-21","Buenos Aires",1118,29,1
"2020-11-22","Buenos Aires",471,33,1
"2020-11-23","Buenos Aires",798,21,1
"2020-11-24","Buenos Aires",1288,23,1
"2020-11-25","Buenos Aires",1482,10,1
"2020-02-29","Catamarca",0,0,1
"2020-03-01","Catamarca",0,0,1
"2020-03-02","Catamarca",0,0,1
"2020-03-03","Catamarca",0,0,1
"2020-03-04","Catamarca",0,0,1
"2020-03-05","Catamarca",0,0,1
"2020-03-06","Catamarca",0,0,1
"2020-03-07","Catamarca",0,0,1
"2020-03-08","Catamarca",0,0,1
"2020-03-09","Catamarca",0,0,1
"2020-03-10","Catamarca",0,0,1
"2020-03-11","Catamarca",0,0,1
"2020-03-12","Catamarca",0,0,1
"2020-03-13","Catamarca",0,0,1
"2020-03-14","Catamarca",0,0,1
"2020-03-15","Catamarca",0,0,1
"2020-03-16","Catamarca",0,0,1
"2020-03-17","Catamarca",0,0,1
"2020-03-18","Catamarca",0,0,1
"2020-03-19","Catamarca",0,0,1
"2020-03-20","Catamarca",0,0,1
"2020-03-21","Catamarca",0,0,1
"2020-03-22","Catamarca",0,0,1
"2020-03-23","Catamarca",0,0,1
"2020-03-24","Catamarca",0,0,1
"2020-03-25","Catamarca",0,0,1
"2020-03-26","Catamarca",0,0,1
"2020-03-27","Catamarca",0,0,1
"2020-03-28","Catamarca",0,0,1
"2020-03-29","Catamarca",0,0,1
"2020-03-30","Catamarca",0,0,1
"2020-03-31","Catamarca",0,0,1
"2020-04-01","Catamarca",0,0,1
"2020-04-02","Catamarca",0,0,1
"2020-04-03","Catamarca",0,0,1
"2020-04-04","Catamarca",0,0,1
"2020-04-05","Catamarca",0,0,1
"2020-04-06","Catamarca",0,0,1
"2020-04-07","Catamarca",0,0,1
"2020-04-08","Catamarca",0,0,1
"2020-04-09","Catamarca",0,0,1
"2020-04-10","Catamarca",0,0,1
"2020-04-11","Catamarca",0,0,1
"2020-04-12","Catamarca",0,0,1
"2020-04-13","Catamarca",0,0,1
"2020-04-14","Catamarca",0,0,1
"2020-04-15","Catamarca",0,0,1
"2020-04-16","Catamarca",0,0,1
"2020-04-17","Catamarca",0,0,1
"2020-04-18","Catamarca",0,0,1
"2020-04-19","Catamarca",0,0,1
"2020-04-20","Catamarca",0,0,1
"2020-04-21","Catamarca",0,0,1
"2020-04-22","Catamarca",0,0,1
"2020-04-23","Catamarca",0,0,1
"2020-04-24","Catamarca",0,0,1
"2020-04-25","Catamarca",0,0,1
"2020-04-26","Catamarca",0,0,1
"2020-04-27","Catamarca",0,0,1
"2020-04-28","Catamarca",0,0,1
"2020-04-29","Catamarca",0,0,1
"2020-04-30","Catamarca",0,0,1
"2020-05-01","Catamarca",0,0,1
"2020-05-02","Catamarca",0,0,1
"2020-05-03","Catamarca",0,0,1
"2020-05-04","Catamarca",0,0,1
"2020-05-05","Catamarca",0,0,1
"2020-05-06","Catamarca",0,0,1
"2020-05-07","Catamarca",0,0,1
"2020-05-08","Catamarca",0,0,1
"2020-05-09","Catamarca",0,0,1
"2020-05-10","Catamarca",0,0,1
"2020-05-11","Catamarca",0,0,1
"2020-05-12","Catamarca",0,0,1
"2020-05-13","Catamarca",0,0,1
"2020-05-14","Catamarca",0,0,1
"2020-05-15","Catamarca",0,0,1
"2020-05-16","Catamarca",0,0,1
"2020-05-17","Catamarca",0,0,1
"2020-05-18","Catamarca",0,0,1
"2020-05-19","Catamarca",0,0,1
"2020-05-20","Catamarca",0,0,1
"2020-05-21","Catamarca",0,0,1
"2020-05-22","Catamarca",0,0,1
"2020-05-23","Catamarca",0,0,1
"2020-05-24","Catamarca",0,0,1
"2020-05-25","Catamarca",0,0,1
"2020-05-26","Catamarca",0,0,1
"2020-05-27","Catamarca",0,0,1
"2020-05-28","Catamarca",0,0,1
"2020-05-29","Catamarca",0,0,1
"2020-05-30","Catamarca",0,0,1
"2020-05-31","Catamarca",0,0,1
"2020-06-01","Catamarca",0,0,1
"2020-06-02","Catamarca",0,0,1
"2020-06-03","Catamarca",0,0,1
"2020-06-04","Catamarca",0,0,1
"2020-06-05","Catamarca",0,0,1
"2020-06-06","Catamarca",0,0,1
"2020-06-07","Catamarca",0,0,1
"2020-06-08","Catamarca",0,0,1
"2020-06-09","Catamarca",0,0,1
"2020-06-10","Catamarca",0,0,1
"2020-06-11","Catamarca",0,0,1
"2020-06-12","Catamarca",0,0,1
"2020-06-13","Catamarca",0,0,1
"2020-06-14","Catamarca",0,0,1
"2020-06-15","Catamarca",0,0,1
"2020-06-16","Catamarca",0,0,1
"2020-06-17","Catamarca",0,0,1
"2020-06-18","Catamarca",0,0,1
"2020-06-19","Catamarca",0,0,1
"2020-06-20","Catamarca",0,0,1
"2020-06-21","Catamarca",0,0,1
"2020-06-22","Catamarca",0,0,1
"2020-06-23","Catamarca",0,0,1
"2020-06-24","Catamarca",0,0,1
"2020-06-25","Catamarca",0,0,1
"2020-06-26","Catamarca",0,0,1
"2020-06-27","Catamarca",0,0,1
"2020-06-28","Catamarca",0,0,1
"2020-06-29","Catamarca",0,0,1
"2020-06-30","Catamarca",0,0,1
"2020-07-01","Catamarca",0,0,1
"2020-07-02","Catamarca",0,0,1
"2020-07-03","Catamarca",1,0,1
"2020-07-04","Catamarca",5,0,1
"2020-07-05","Catamarca",1,0,1
"2020-07-06","Catamarca",0,0,1
"2020-07-07","Catamarca",22,0,1
"2020-07-08","Catamarca",10,0,1
"2020-07-09","Catamarca",0,0,1
"2020-07-10","Catamarca",1,0,1
"2020-07-11","Catamarca",0,0,1
"2020-07-12","Catamarca",0,0,1
"2020-07-13","Catamarca",0,0,1
"2020-07-14","Catamarca",2,0,1
"2020-07-15","Catamarca",0,0,1
"2020-07-16","Catamarca",14,0,1
"2020-07-17","Catamarca",1,0,1
"2020-07-18","Catamarca",1,0,1
"2020-07-19","Catamarca",0,0,1
"2020-07-20","Catamarca",2,0,1
