"date","state","cases","deaths","fips"
"2020-07-17","Mendoza",50,2,1
"2020-07-18","Mendoza",43,1,1
"2020-07-19","Mendoza",31,1,1
"2020-07-20","Mendoza",37,1,1
"2020-07-21","Mendoza",62,0,1
"2020-07-22","Mendoza",41,2,1
"2020-07-23","Mendoza",53,3,1
"2020-07-24","Mendoza",76,0,1
"2020-07-25","Mendoza",29,3,1
"2020-07-26","Mendoza",46,2,1
"2020-07-27","Mendoza",80,2,1
"2020-07-28","Mendoza",67,2,1
"2020-07-29","Mendoza",67,3,1
"2020-07-30","Mendoza",107,1,1
"2020-07-31","Mendoza",125,1,1
"2020-08-01","Mendoza",68,5,1
"2020-08-02","Mendoza",111,6,1
"2020-08-03","Mendoza",95,2,1
"2020-08-04","Mendoza",96,2,1
"2020-08-05","Mendoza",82,3,1
"2020-08-06","Mendoza",149,1,1
"2020-08-07","Mendoza",123,2,1
"2020-08-08","Mendoza",116,2,1
"2020-08-09","Mendoza",78,3,1
"2020-08-10","Mendoza",144,4,1
"2020-08-11","Mendoza",179,3,1
"2020-08-12","Mendoza",147,3,1
"2020-08-13","Mendoza",206,4,1
"2020-08-14","Mendoza",237,7,1
"2020-08-15","Mendoza",199,3,1
"2020-08-16","Mendoza",162,0,1
"2020-08-17","Mendoza",144,12,1
"2020-08-18","Mendoza",140,3,1
"2020-08-19","Mendoza",248,3,1
"2020-08-20","Mendoza",272,8,1
"2020-08-21","Mendoza",202,6,1
"2020-08-22","Mendoza",209,4,1
"2020-08-23","Mendoza",139,6,1
"2020-08-24","Mendoza",249,9,1
"2020-08-25","Mendoza",320,5,1
"2020-08-26","Mendoza",310,5,1
"2020-08-27","Mendoza",332,5,1
"2020-08-28","Mendoza",398,4,1
"2020-08-29","Mendoza",346,3,1
"2020-08-30","Mendoza",276,10,1
"2020-08-31","Mendoza",324,4,1
"2020-09-01","Mendoza",496,9,1
"2020-09-02","Mendoza",613,8,1
"2020-09-03","Mendoza",642,8,1
"2020-09-04","Mendoza",646,10,1
"2020-09-05","Mendoza",476,4,1
"2020-09-06","Mendoza",468,14,1
"2020-09-07","Mendoza",562,12,1
"2020-09-08","Mendoza",562,10,1
"2020-09-09","Mendoza",765,15,1
"2020-09-10","Mendoza",739,19,1
"2020-09-11","Mendoza",813,6,1
"2020-09-12","Mendoza",641,10,1
"2020-09-13","Mendoza",495,15,1
"2020-09-14","Mendoza",514,11,1
"2020-09-15","Mendoza",675,9,1
"2020-09-16","Mendoza",665,10,1
"2020-09-17","Mendoza",540,16,1
"2020-09-18","Mendoza",734,15,1
"2020-09-19","Mendoza",563,16,1
"2020-09-20","Mendoza",498,6,1
"2020-09-21","Mendoza",373,19,1
"2020-09-22","Mendoza",473,11,1
"2020-09-23","Mendoza",579,17,1
"2020-09-24","Mendoza",818,20,1
"2020-09-25","Mendoza",577,22,1
"2020-09-26","Mendoza",538,15,1
"2020-09-27","Mendoza",440,11,1
"2020-09-28","Mendoza",565,9,1
"2020-09-29","Mendoza",725,19,1
"2020-09-30","Mendoza",940,17,1
"2020-10-01","Mendoza",791,6,1
"2020-10-02","Mendoza",516,10,1
"2020-10-03","Mendoza",498,11,1
"2020-10-04","Mendoza",221,10,1
"2020-10-05","Mendoza",620,13,1
"2020-10-06","Mendoza",650,16,1
"2020-10-07","Mendoza",698,10,1
"2020-10-08","Mendoza",930,19,1
"2020-10-09","Mendoza",911,13,1
"2020-10-10","Mendoza",642,14,1
"2020-10-11","Mendoza",349,15,1
"2020-10-12","Mendoza",455,8,1
"2020-10-13","Mendoza",836,9,1
"2020-10-14","Mendoza",898,22,1
"2020-10-15","Mendoza",986,16,1
"2020-10-16","Mendoza",996,15,1
"2020-10-17","Mendoza",521,22,1
"2020-10-18","Mendoza",293,13,1
"2020-10-19","Mendoza",968,15,1
"2020-10-20","Mendoza",1116,15,1
"2020-10-21","Mendoza",879,9,1
"2020-10-22","Mendoza",781,5,1
"2020-10-23","Mendoza",944,5,1
"2020-10-24","Mendoza",417,13,1
"2020-10-25","Mendoza",339,10,1
"2020-10-26","Mendoza",760,12,1
"2020-10-27","Mendoza",653,7,1
"2020-10-28","Mendoza",828,10,1
"2020-10-29","Mendoza",822,19,1
"2020-10-30","Mendoza",706,12,1
"2020-10-31","Mendoza",332,12,1
"2020-11-01","Mendoza",149,8,1
"2020-11-02","Mendoza",581,18,1
"2020-11-03","Mendoza",401,10,1
"2020-11-04","Mendoza",545,11,1
"2020-11-05","Mendoza",574,9,1
"2020-11-06","Mendoza",474,8,1
"2020-11-07","Mendoza",295,8,1
"2020-11-08","Mendoza",93,7,1
"2020-11-09","Mendoza",380,10,1
"2020-11-10","Mendoza",360,5,1
"2020-11-11","Mendoza",359,6,1
"2020-11-12","Mendoza",245,6,1
"2020-11-13","Mendoza",285,10,1
"2020-11-14","Mendoza",144,6,1
"2020-11-15","Mendoza",35,5,1
"2020-11-16","Mendoza",255,6,1
"2020-11-17","Mendoza",260,6,1
"2020-11-18","Mendoza",218,5,1
"2020-11-19","Mendoza",198,4,1
"2020-11-20","Mendoza",216,6,1
"2020-11-21","Mendoza",121,3,1
"2020-11-22","Mendoza",27,5,1
"2020-11-23","Mendoza",48,3,1
"2020-11-24","Mendoza",209,2,1
"2020-11-25","Mendoza",145,4,1
"2020-02-29","Misiones",0,0,1
"2020-03-01","Misiones",0,0,1
"2020-03-02","Misiones",0,0,1
"2020-03-03","Misiones",0,0,1
"2020-03-04","Misiones",0,0,1
"2020-03-05","Misiones",0,0,1
"2020-03-06","Misiones",0,0,1
"2020-03-07","Misiones",0,0,1
"2020-03-08","Misiones",0,0,1
"2020-03-09","Misiones",0,0,1
"2020-03-10","Misiones",0,0,1
"2020-03-11","Misiones",0,0,1
"2020-03-12","Misiones",0,0,1
"2020-03-13","Misiones",0,0,1
"2020-03-14","Misiones",0,0,1
"2020-03-15","Misiones",0,0,1
"2020-03-16","Misiones",0,0,1
"2020-03-17","Misiones",0,0,1
"2020-03-18","Misiones",0,0,1
"2020-03-19","Misiones",0,0,1
"2020-03-20","Misiones",0,0,1
"2020-03-21","Misiones",0,0,1
"2020-03-22","Misiones",0,0,1
"2020-03-23","Misiones",0,0,1
"2020-03-24","Misiones",0,0,1
"2020-03-25","Misiones",0,0,1
"2020-03-26","Misiones",0,0,1
"2020-03-27","Misiones",1,0,1
"2020-03-28","Misiones",0,0,1
"2020-03-29","Misiones",1,0,1
"2020-03-30","Misiones",0,0,1
"2020-03-31","Misiones",1,0,1
"2020-04-01","Misiones",0,0,1
"2020-04-02","Misiones",0,0,1
"2020-04-03","Misiones",0,0,1
"2020-04-04","Misiones",0,0,1
"2020-04-05","Misiones",0,0,1
"2020-04-06","Misiones",0,0,1
"2020-04-07","Misiones",0,0,1
"2020-04-08","Misiones",0,0,1
"2020-04-09","Misiones",0,0,1
"2020-04-10","Misiones",0,0,1
"2020-04-11","Misiones",0,0,1
"2020-04-12","Misiones",0,0,1
"2020-04-13","Misiones",0,0,1
"2020-04-14","Misiones",0,0,1
"2020-04-15","Misiones",0,0,1
"2020-04-16","Misiones",0,0,1
"2020-04-17","Misiones",1,0,1
"2020-04-18","Misiones",1,0,1
"2020-04-19","Misiones",0,0,1
"2020-04-20","Misiones",0,0,1
"2020-04-21","Misiones",0,0,1
"2020-04-22","Misiones",0,0,1
"2020-04-23","Misiones",0,1,1
"2020-04-24","Misiones",0,0,1
"2020-04-25","Misiones",0,0,1
"2020-04-26","Misiones",0,0,1
"2020-04-27","Misiones",2,0,1
"2020-04-28","Misiones",0,0,1
"2020-04-29","Misiones",4,0,1
"2020-04-30","Misiones",0,0,1
"2020-05-01","Misiones",0,0,1
"2020-05-02","Misiones",0,0,1
"2020-05-03","Misiones",13,0,1
"2020-05-04","Misiones",0,0,1
"2020-05-05","Misiones",0,0,1
"2020-05-06","Misiones",0,0,1
"2020-05-07","Misiones",0,0,1
"2020-05-08","Misiones",0,0,1
"2020-05-09","Misiones",0,0,1
"2020-05-10","Misiones",0,0,1
"2020-05-11","Misiones",0,0,1
"2020-05-12","Misiones",0,0,1
"2020-05-13","Misiones",0,0,1
"2020-05-14","Misiones",0,0,1
"2020-05-15","Misiones",0,0,1
"2020-05-16","Misiones",0,0,1
"2020-05-17","Misiones",0,0,1
"2020-05-18","Misiones",0,0,1
"2020-05-19","Misiones",0,0,1
"2020-05-20","Misiones",0,0,1
"2020-05-21","Misiones",0,0,1
"2020-05-22","Misiones",0,0,1
"2020-05-23","Misiones",0,0,1
"2020-05-24","Misiones",0,0,1
"2020-05-25","Misiones",0,0,1
"2020-05-26","Misiones",0,0,1
"2020-05-27","Misiones",0,0,1
"2020-05-28","Misiones",1,0,1
"2020-05-29","Misiones",1,0,1
"2020-05-30","Misiones",1,0,1
"2020-05-31","Misiones",0,0,1
"2020-06-01","Misiones",0,0,1
"2020-06-02","Misiones",0,0,1
"2020-06-03","Misiones",2,0,1
"2020-06-04","Misiones",0,0,1
"2020-06-05","Misiones",0,0,1
"2020-06-06","Misiones",6,0,1
"2020-06-07","Misiones",0,0,1
"2020-06-08","Misiones",0,0,1
"2020-06-09","Misiones",0,0,1
"2020-06-10","Misiones",1,1,1
"2020-06-11","Misiones",0,0,1
"2020-06-12","Misiones",0,0,1
"2020-06-13","Misiones",0,0,1
"2020-06-14","Misiones",1,0,1
"2020-06-15","Misiones",0,0,1
"2020-06-16","Misiones",0,0,1
"2020-06-17","Misiones",0,0,1
"2020-06-18","Misiones",0,0,1
"2020-06-19","Misiones",0,0,1
"2020-06-20","Misiones",0,0,1
"2020-06-21","Misiones",0,0,1
"2020-06-22","Misiones",0,0,1
"2020-06-23","Misiones",0,0,1
"2020-06-24","Misiones",1,0,1
"2020-06-25","Misiones",0,0,1
"2020-06-26","Misiones",0,0,1
"2020-06-27","Misiones",0,0,1
"2020-06-28","Misiones",0,0,1
"2020-06-29","Misiones",1,0,1
"2020-06-30","Misiones",0,0,1
"2020-07-01","Misiones",0,0,1
"2020-07-02","Misiones",0,0,1
"2020-07-03","Misiones",0,0,1
"2020-07-04","Misiones",0,0,1
"2020-07-05","Misiones",0,0,1
"2020-07-06","Misiones",0,0,1
"2020-07-07","Misiones",0,0,1
"2020-07-08","Misiones",0,0,1
"2020-07-09","Misiones",0,0,1
"2020-07-10","Misiones",0,0,1
"2020-07-11","Misiones",0,0,1
"2020-07-12","Misiones",0,0,1
"2020-07-13","Misiones",0,0,1
"2020-07-14","Misiones",0,0,1
"2020-07-15","Misiones",0,0,1
"2020-07-16","Misiones",0,0,1
"2020-07-17","Misiones",0,0,1
"2020-07-18","Misiones",0,0,1
"2020-07-19","Misiones",0,0,1
"2020-07-20","Misiones",0,0,1
"2020-07-21","Misiones",0,0,1
"2020-07-22","Misiones",0,0,1
"2020-07-23","Misiones",0,0,1
"2020-07-24","Misiones",0,0,1
"2020-07-25","Misiones",0,0,1
"2020-07-26","Misiones",0,0,1
"2020-07-27","Misiones",0,0,1
"2020-07-28","Misiones",0,0,1
"2020-07-29","Misiones",0,0,1
"2020-07-30","Misiones",2,0,1
"2020-07-31","Misiones",0,0,1
"2020-08-01","Misiones",0,0,1
"2020-08-02","Misiones",0,0,1
"2020-08-03","Misiones",0,0,1
"2020-08-04","Misiones",0,0,1
"2020-08-05","Misiones",0,0,1
"2020-08-06","Misiones",0,0,1
"2020-08-07","Misiones",0,0,1
"2020-08-08","Misiones",0,0,1
"2020-08-09","Misiones",0,0,1
"2020-08-10","Misiones",0,0,1
"2020-08-11","Misiones",0,0,1
"2020-08-12","Misiones",0,0,1
"2020-08-13","Misiones",0,0,1
"2020-08-14","Misiones",0,0,1
"2020-08-15","Misiones",0,0,1
"2020-08-16","Misiones",0,0,1
"2020-08-17","Misiones",0,0,1
"2020-08-18","Misiones",0,0,1
"2020-08-19","Misiones",0,0,1
"2020-08-20","Misiones",0,0,1
"2020-08-21","Misiones",0,0,1
"2020-08-22","Misiones",0,0,1
"2020-08-23","Misiones",0,0,1
"2020-08-24","Misiones",0,0,1
"2020-08-25","Misiones",0,0,1
"2020-08-26","Misiones",0,0,1
"2020-08-27","Misiones",0,0,1
"2020-08-28","Misiones",0,0,1
"2020-08-29","Misiones",0,0,1
"2020-08-30","Misiones",0,0,1
"2020-08-31","Misiones",0,0,1
"2020-09-01","Misiones",0,0,1
"2020-09-02","Misiones",0,0,1
"2020-09-03","Misiones",0,0,1
"2020-09-04","Misiones",0,0,1
"2020-09-05","Misiones",0,0,1
"2020-09-06","Misiones",0,0,1
"2020-09-07","Misiones",0,0,1
"2020-09-08","Misiones",0,0,1
"2020-09-09","Misiones",0,0,1
"2020-09-10","Misiones",1,0,1
"2020-09-11","Misiones",0,0,1
"2020-09-12","Misiones",0,0,1
"2020-09-13","Misiones",0,0,1
"2020-09-14","Misiones",0,0,1
"2020-09-15","Misiones",0,0,1
"2020-09-16","Misiones",2,0,1
"2020-09-17","Misiones",3,0,1
"2020-09-18","Misiones",2,0,1
"2020-09-19","Misiones",0,0,1
"2020-09-20","Misiones",0,0,1
"2020-09-21","Misiones",3,0,1
"2020-09-22","Misiones",3,0,1
"2020-09-23","Misiones",0,0,1
"2020-09-24","Misiones",0,0,1
"2020-09-25","Misiones",1,0,1
"2020-09-26","Misiones",0,0,1
"2020-09-27","Misiones",1,0,1
"2020-09-28","Misiones",6,0,1
"2020-09-29","Misiones",9,0,1
"2020-09-30","Misiones",5,1,1
"2020-10-01","Misiones",6,0,1
"2020-10-02","Misiones",4,0,1
"2020-10-03","Misiones",0,0,1
"2020-10-04","Misiones",0,0,1
"2020-10-05","Misiones",8,0,1
"2020-10-06","Misiones",6,0,1
"2020-10-07","Misiones",10,0,1
"2020-10-08","Misiones",6,0,1
"2020-10-09","Misiones",6,0,1
"2020-10-10","Misiones",5,0,1
"2020-10-11","Misiones",2,0,1
"2020-10-12","Misiones",12,0,1
"2020-10-13","Misiones",15,0,1
"2020-10-14","Misiones",5,0,1
"2020-10-15","Misiones",8,0,1
"2020-10-16","Misiones",3,0,1
"2020-10-17","Misiones",0,0,1
"2020-10-18","Misiones",0,0,1
"2020-10-19","Misiones",0,0,1
"2020-10-20","Misiones",12,0,1
"2020-10-21","Misiones",10,1,1
"2020-10-22","Misiones",0,0,1
"2020-10-23","Misiones",4,0,1
"2020-10-24","Misiones",2,0,1
"2020-10-25","Misiones",0,0,1
"2020-10-26","Misiones",23,0,1
"2020-10-27","Misiones",0,0,1
"2020-10-28","Misiones",7,0,1
"2020-10-29","Misiones",4,0,1
"2020-10-30","Misiones",9,0,1
"2020-10-31","Misiones",6,0,1
"2020-11-01","Misiones",9,0,1
"2020-11-02","Misiones",13,0,1
"2020-11-03","Misiones",0,0,1
"2020-11-04","Misiones",0,0,1
"2020-11-05","Misiones",20,0,1
"2020-11-06","Misiones",14,0,1
"2020-11-07","Misiones",9,1,1
"2020-11-08","Misiones",0,0,1
"2020-11-09","Misiones",16,0,1
"2020-11-10","Misiones",10,0,1
"2020-11-11","Misiones",0,0,1
"2020-11-12","Misiones",6,0,1
"2020-11-13","Misiones",0,0,1
"2020-11-14","Misiones",1,0,1
"2020-11-15","Misiones",2,0,1
"2020-11-16","Misiones",17,0,1
"2020-11-17","Misiones",3,0,1
"2020-11-18","Misiones",4,0,1
"2020-11-19","Misiones",14,0,1
"2020-11-20","Misiones",6,1,1
"2020-11-21","Misiones",0,0,1
"2020-11-22","Misiones",8,0,1
"2020-11-23","Misiones",11,1,1
"2020-11-24","Misiones",2,0,1
"2020-11-25","Misiones",11,0,1
"2020-02-29","Neuquén",0,0,1
"2020-03-01","Neuquén",0,0,1
"2020-03-02","Neuquén",0,0,1
"2020-03-03","Neuquén",0,0,1
"2020-03-04","Neuquén",0,0,1
"2020-03-05","Neuquén",0,0,1
"2020-03-06","Neuquén",0,0,1
"2020-03-07","Neuquén",0,0,1
"2020-03-08","Neuquén",0,0,1
"2020-03-09","Neuquén",0,0,1
"2020-03-10","Neuquén",0,0,1
"2020-03-11","Neuquén",0,0,1
"2020-03-12","Neuquén",0,0,1
"2020-03-13","Neuquén",0,0,1
"2020-03-14","Neuquén",0,0,1
"2020-03-15","Neuquén",0,0,1
"2020-03-16","Neuquén",0,0,1
"2020-03-17","Neuquén",1,0,1
"2020-03-18","Neuquén",0,0,1
"2020-03-19","Neuquén",2,0,1
"2020-03-20","Neuquén",0,0,1
"2020-03-21","Neuquén",2,0,1
"2020-03-22","Neuquén",0,0,1
"2020-03-23","Neuquén",0,0,1
"2020-03-24","Neuquén",1,0,1
"2020-03-25","Neuquén",1,0,1
"2020-03-26","Neuquén",2,1,1
"2020-03-27","Neuquén",2,0,1
"2020-03-28","Neuquén",2,0,1
"2020-03-29","Neuquén",5,0,1
"2020-03-30","Neuquén",4,1,1
"2020-03-31","Neuquén",4,0,1
"2020-04-01","Neuquén",2,0,1
"2020-04-02","Neuquén",3,0,1
"2020-04-03","Neuquén",1,0,1
"2020-04-04","Neuquén",8,0,1
"2020-04-05","Neuquén",11,0,1
"2020-04-06","Neuquén",1,1,1
"2020-04-07","Neuquén",4,0,1
"2020-04-08","Neuquén",12,1,1
"2020-04-09","Neuquén",4,0,1
"2020-04-10","Neuquén",1,0,1
"2020-04-11","Neuquén",10,0,1
"2020-04-12","Neuquén",5,0,1
"2020-04-13","Neuquén",1,0,1
"2020-04-14","Neuquén",2,0,1
"2020-04-15","Neuquén",1,0,1
"2020-04-16","Neuquén",0,0,1
"2020-04-17","Neuquén",3,0,1
"2020-04-18","Neuquén",2,0,1
"2020-04-19","Neuquén",1,0,1
"2020-04-20","Neuquén",4,0,1
"2020-04-21","Neuquén",7,0,1
"2020-04-22","Neuquén",3,0,1
"2020-04-23","Neuquén",0,0,1
"2020-04-24","Neuquén",0,0,1
"2020-04-25","Neuquén",1,0,1
"2020-04-26","Neuquén",3,0,1
"2020-04-27","Neuquén",0,0,1
"2020-04-28","Neuquén",0,1,1
"2020-04-29","Neuquén",2,0,1
"2020-04-30","Neuquén",0,0,1
"2020-05-01","Neuquén",1,0,1
"2020-05-02","Neuquén",1,0,1
"2020-05-03","Neuquén",0,0,1
"2020-05-04","Neuquén",0,0,1
"2020-05-05","Neuquén",1,0,1
"2020-05-06","Neuquén",2,0,1
"2020-05-07","Neuquén",0,0,1
"2020-05-08","Neuquén",0,0,1
"2020-05-09","Neuquén",1,0,1
"2020-05-10","Neuquén",0,0,1
"2020-05-11","Neuquén",0,0,1
"2020-05-12","Neuquén",0,0,1
"2020-05-13","Neuquén",2,0,1
"2020-05-14","Neuquén",1,0,1
"2020-05-15","Neuquén",0,0,1
"2020-05-16","Neuquén",0,0,1
"2020-05-17","Neuquén",0,0,1
"2020-05-18","Neuquén",0,0,1
"2020-05-19","Neuquén",0,0,1
"2020-05-20","Neuquén",0,0,1
"2020-05-21","Neuquén",0,0,1
"2020-05-22","Neuquén",1,0,1
"2020-05-23","Neuquén",0,0,1
"2020-05-24","Neuquén",0,0,1
"2020-05-25","Neuquén",1,0,1
"2020-05-26","Neuquén",2,0,1
"2020-05-27","Neuquén",2,0,1
"2020-05-28","Neuquén",2,0,1
"2020-05-29","Neuquén",4,0,1
"2020-05-30","Neuquén",0,0,1
"2020-05-31","Neuquén",3,0,1
"2020-06-01","Neuquén",4,0,1
"2020-06-02","Neuquén",10,0,1
"2020-06-03","Neuquén",0,0,1
"2020-06-04","Neuquén",1,0,1
"2020-06-05","Neuquén",1,0,1
"2020-06-06","Neuquén",1,0,1
"2020-06-07","Neuquén",0,0,1
"2020-06-08","Neuquén",4,0,1
"2020-06-09","Neuquén",10,0,1
"2020-06-10","Neuquén",14,0,1
"2020-06-11","Neuquén",19,0,1
"2020-06-12","Neuquén",14,0,1
"2020-06-13","Neuquén",11,0,1
"2020-06-14","Neuquén",7,0,1
"2020-06-15","Neuquén",18,1,1
"2020-06-16","Neuquén",12,0,1
"2020-06-17","Neuquén",8,1,1
"2020-06-18","Neuquén",18,0,1
"2020-06-19","Neuquén",16,1,1
"2020-06-20","Neuquén",12,1,1
"2020-06-21","Neuquén",13,0,1
"2020-06-22","Neuquén",24,0,1
"2020-06-23","Neuquén",23,2,1
"2020-06-24","Neuquén",16,1,1
"2020-06-25","Neuquén",28,0,1
"2020-06-26","Neuquén",19,0,1
"2020-06-27","Neuquén",15,1,1
"2020-06-28","Neuquén",17,1,1
"2020-06-29","Neuquén",10,0,1
"2020-06-30","Neuquén",17,0,1
"2020-07-01","Neuquén",18,0,1
"2020-07-02","Neuquén",31,1,1
"2020-07-03","Neuquén",9,2,1
"2020-07-04","Neuquén",14,2,1
"2020-07-05","Neuquén",20,1,1
"2020-07-06","Neuquén",33,0,1
"2020-07-07","Neuquén",23,0,1
"2020-07-08","Neuquén",21,0,1
"2020-07-09","Neuquén",16,0,1
"2020-07-10","Neuquén",15,1,1
"2020-07-11","Neuquén",4,0,1
"2020-07-12","Neuquén",21,0,1
"2020-07-13","Neuquén",42,0,1
"2020-07-14","Neuquén",37,1,1
"2020-07-15","Neuquén",24,0,1
"2020-07-16","Neuquén",15,0,1
"2020-07-17","Neuquén",41,0,1
"2020-07-18","Neuquén",17,0,1
"2020-07-19","Neuquén",17,0,1
"2020-07-20","Neuquén",18,0,1
"2020-07-21","Neuquén",31,0,1
"2020-07-22","Neuquén",17,0,1
"2020-07-23","Neuquén",33,1,1
"2020-07-24","Neuquén",13,0,1
"2020-07-25","Neuquén",24,0,1
"2020-07-26","Neuquén",17,0,1
"2020-07-27","Neuquén",49,0,1
"2020-07-28","Neuquén",30,0,1
"2020-07-29","Neuquén",19,0,1
"2020-07-30","Neuquén",33,0,1
"2020-07-31","Neuquén",26,0,1
"2020-08-01","Neuquén",19,0,1
"2020-08-02","Neuquén",23,2,1
"2020-08-03","Neuquén",18,1,1
"2020-08-04","Neuquén",76,0,1
"2020-08-05","Neuquén",31,2,1
"2020-08-06","Neuquén",42,1,1
"2020-08-07","Neuquén",49,0,1
"2020-08-08","Neuquén",27,0,1
"2020-08-09","Neuquén",33,0,1
"2020-08-10","Neuquén",83,1,1
"2020-08-11","Neuquén",86,0,1
"2020-08-12","Neuquén",36,0,1
"2020-08-13","Neuquén",49,1,1
"2020-08-14","Neuquén",44,0,1
"2020-08-15","Neuquén",50,0,1
"2020-08-16","Neuquén",54,2,1
"2020-08-17","Neuquén",59,1,1
"2020-08-18","Neuquén",35,2,1
"2020-08-19","Neuquén",55,1,1
"2020-08-20","Neuquén",65,2,1
"2020-08-21","Neuquén",92,0,1
"2020-08-22","Neuquén",88,2,1
"2020-08-23","Neuquén",70,0,1
"2020-08-24","Neuquén",106,1,1
"2020-08-25","Neuquén",91,2,1
"2020-08-26","Neuquén",137,0,1
"2020-08-27","Neuquén",102,5,1
"2020-08-28","Neuquén",105,0,1
"2020-08-29","Neuquén",99,1,1
"2020-08-30","Neuquén",76,2,1
"2020-08-31","Neuquén",151,1,1
"2020-09-01","Neuquén",171,3,1
"2020-09-02","Neuquén",116,3,1
"2020-09-03","Neuquén",151,6,1
"2020-09-04","Neuquén",195,1,1
"2020-09-05","Neuquén",137,4,1
"2020-09-06","Neuquén",114,4,1
"2020-09-07","Neuquén",126,2,1
"2020-09-08","Neuquén",179,2,1
"2020-09-09","Neuquén",172,2,1
"2020-09-10","Neuquén",187,2,1
"2020-09-11","Neuquén",218,1,1
"2020-09-12","Neuquén",155,5,1
"2020-09-13","Neuquén",425,3,1
"2020-09-14","Neuquén",240,3,1
"2020-09-15","Neuquén",245,4,1
"2020-09-16","Neuquén",197,6,1
"2020-09-17","Neuquén",184,8,1
"2020-09-18","Neuquén",240,2,1
"2020-09-19","Neuquén",292,6,1
"2020-09-20","Neuquén",198,5,1
"2020-09-21","Neuquén",298,8,1
"2020-09-22","Neuquén",232,7,1
"2020-09-23","Neuquén",318,6,1
"2020-09-24","Neuquén",288,5,1
"2020-09-25","Neuquén",323,5,1
"2020-09-26","Neuquén",269,5,1
"2020-09-27","Neuquén",241,4,1
"2020-09-28","Neuquén",265,2,1
"2020-09-29","Neuquén",369,7,1
"2020-09-30","Neuquén",287,7,1
"2020-10-01","Neuquén",344,8,1
"2020-10-02","Neuquén",319,9,1
"2020-10-03","Neuquén",314,4,1
"2020-10-04","Neuquén",274,2,1
"2020-10-05","Neuquén",374,13,1
"2020-10-06","Neuquén",397,4,1
"2020-10-07","Neuquén",374,12,1
"2020-10-08","Neuquén",334,8,1
"2020-10-09","Neuquén",475,8,1
"2020-10-10","Neuquén",365,5,1
"2020-10-11","Neuquén",232,7,1
"2020-10-12","Neuquén",269,6,1
"2020-10-13","Neuquén",420,14,1
"2020-10-14","Neuquén",546,9,1
"2020-10-15","Neuquén",503,9,1
"2020-10-16","Neuquén",400,13,1
"2020-10-17","Neuquén",307,11,1
"2020-10-18","Neuquén",175,15,1
"2020-10-19","Neuquén",405,4,1
"2020-10-20","Neuquén",392,12,1
"2020-10-21","Neuquén",428,11,1
"2020-10-22","Neuquén",514,7,1
"2020-10-23","Neuquén",435,12,1
"2020-10-24","Neuquén",268,9,1
"2020-10-25","Neuquén",157,4,1
"2020-10-26","Neuquén",423,14,1
"2020-10-27","Neuquén",317,12,1
"2020-10-28","Neuquén",500,11,1
"2020-10-29","Neuquén",372,8,1
"2020-10-30","Neuquén",393,4,1
"2020-10-31","Neuquén",270,10,1
"2020-11-01","Neuquén",165,8,1
"2020-11-02","Neuquén",340,9,1
"2020-11-03","Neuquén",309,9,1
"2020-11-04","Neuquén",321,11,1
"2020-11-05","Neuquén",267,7,1
"2020-11-06","Neuquén",517,2,1
"2020-11-07","Neuquén",221,6,1
"2020-11-08","Neuquén",130,7,1
"2020-11-09","Neuquén",278,12,1
"2020-11-10","Neuquén",258,11,1
"2020-11-11","Neuquén",212,9,1
"2020-11-12","Neuquén",245,6,1
"2020-11-13","Neuquén",170,3,1
"2020-11-14","Neuquén",157,8,1
"2020-11-15","Neuquén",131,5,1
"2020-11-16","Neuquén",201,3,1
"2020-11-17","Neuquén",215,8,1
"2020-11-18","Neuquén",145,5,1
"2020-11-19","Neuquén",189,6,1
"2020-11-20","Neuquén",163,8,1
"2020-11-21","Neuquén",85,3,1
"2020-11-22","Neuquén",81,3,1
"2020-11-23","Neuquén",153,4,1
"2020-11-24","Neuquén",153,1,1
"2020-11-25","Neuquén",116,1,1
"2020-02-29","Río Negro",0,0,1
"2020-03-01","Río Negro",0,0,1
"2020-03-02","Río Negro",0,0,1
"2020-03-03","Río Negro",0,0,1
"2020-03-04","Río Negro",0,0,1
"2020-03-05","Río Negro",0,0,1
"2020-03-06","Río Negro",0,0,1
"2020-03-07","Río Negro",0,0,1
"2020-03-08","Río Negro",0,0,1
"2020-03-09","Río Negro",1,0,1
"2020-03-10","Río Negro",0,0,1
"2020-03-11","Río Negro",0,0,1
"2020-03-12","Río Negro",0,0,1
"2020-03-13","Río Negro",0,0,1
"2020-03-14","Río Negro",0,0,1
"2020-03-15","Río Negro",0,0,1
"2020-03-16","Río Negro",0,0,1
"2020-03-17","Río Negro",0,0,1
"2020-03-18","Río Negro",0,0,1
"2020-03-19","Río Negro",0,0,1
"2020-03-20","Río Negro",0,0,1
"2020-03-21","Río Negro",0,0,1
"2020-03-22","Río Negro",0,0,1
"2020-03-23","Río Negro",0,0,1
"2020-03-24","Río Negro",0,0,1
"2020-03-25","Río Negro",0,0,1
"2020-03-26","Río Negro",2,0,1
"2020-03-27","Río Negro",0,0,1
"2020-03-28","Río Negro",0,0,1
"2020-03-29","Río Negro",0,0,1
"2020-03-30","Río Negro",0,0,1
"2020-03-31","Río Negro",1,0,1
"2020-04-01","Río Negro",0,0,1
"2020-04-02","Río Negro",0,0,1
"2020-04-03","Río Negro",4,0,1
"2020-04-04","Río Negro",3,0,1
"2020-04-05","Río Negro",2,0,1
"2020-04-06","Río Negro",3,0,1
